Province,ECD_Name,Clasification,Service Type,newOrRenewal,Registration Type,Partial Care Registration (PCR) Status,PCR Level,PCR Certificate Number,PCR issueDate,PCR expiryDate,Prog Registration Status,Prog Registration Level,Prog Registration issueDate,Prog Registration expiryDate,Prog Certificate Number,Land Owner,Building Owner,District Name,Fee Level,No. Children Enrolled,Equitable Share Subsidy,Children Subsidised Equitable Share,Conditional Grant Subsidy,Children Subsided Conditional Grant
Southern Cape,ECD 555,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC 08/03,2021/06/23,2024/06/30,Conditionally registered,SILVER,2021/06/23,2024/06/30,,Municipality,Municipality,Disitrct 5,1,40,Yes,38,Yes,38
Southern Cape,ECD 556,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,"Religious institution (e.g. church, mosque","Religious institution (e.g. church, mosque",Disitrct 3,3,43,No,,Yes,43
Southern Cape,ECD 557,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 2,3,17,No,,No,
Southern Cape,ECD 558,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,29,No,,No,
Southern Cape,ECD 559,Centre based,ECD centre,,,Lapsed registration,,,,,Lapsed registration,,,,,The ECD Programme,The ECD Programme,Disitrct 3,2,26,No,,No,
Southern Cape,ECD 560,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,15,No,,No,
Southern Cape,ECD 561,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,3,3,No,,No,
Southern Cape,ECD 562,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,32,No,,No,
Southern Cape,ECD 563,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 5,3,23,No,,No,
Southern Cape,ECD 564,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 5,1,10,No,,No,
Southern Cape,ECD 565,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,3,2,No,,No,
Southern Cape,ECD 566,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,2,110,No,,No,
Southern Cape,ECD 567,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,3,91,No,,No,
Southern Cape,ECD 568,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Municipality,The ECD Programme,Disitrct 3,3,98,No,,No,
Southern Cape,ECD 569,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,BRONZE,DC11/19,2022/03/28,2027/03/31,Conditionally registered,BRONZE,2022/03/28,2027/03/31,,Municipality,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 1,1,143,Yes,152,No,
Southern Cape,ECD 570,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,BRONZE,DC70/97,2019/03/27,2024/11/30,Conditionally registered,BRONZE,2019/03/27,2024/11/30,,Municipality,Municipality,Disitrct 1,1,40,No,,Yes,38
Southern Cape,ECD 571,,,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 572,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 2,2,4,No,,No,
Southern Cape,ECD 573,,,,,,,,,,,,,,,,,,,,No,,No,
Southern Cape,ECD 574,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC 54/06,2021/06/23,2024/06/30,Fully registered,GOLD,2021/06/23,2024/06/30,,Private business,Private business,Disitrct 5,1,28,Yes,32,Yes,32
Southern Cape,ECD 575,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 3,1,64,No,,No,
Southern Cape,ECD 576,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 1,2,12,No,,No,
Southern Cape,ECD 577,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,3,21,No,,No,
Southern Cape,ECD 578,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 5,3,25,No,,No,
Southern Cape,ECD 579,Centre based,ECD centre,,,Fully registered,,,,,In process,,,,,Community Centre,Community Centre,Disitrct 2,2,40,No,,No,
Southern Cape,ECD 580,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 3,1,28,No,,No,
Southern Cape,ECD 581,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Don't know,Other government institution (not municipality),Disitrct 3,1,56,No,,No,
Southern Cape,ECD 582,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,3,25,No,,No,
Southern Cape,ECD 583,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,3,70,No,,Yes,70
Southern Cape,ECD 584,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 585,Centre based,ECD centre,New,ECD Programme in Partial Care Facility,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 1,1,22,No,,No,
Southern Cape,ECD 586,,,Renewal,ECD Programme in Partial Care Facility,Not registered,,,,,Not registered,,,,,,,Disitrct 4,1,,No,,No,
Southern Cape,ECD 587,Centre based,ECD centre,,,,,,,,,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The ECD Programme,Disitrct 2,4,63,No,,No,
Southern Cape,ECD 588,Centre based,ECD centre,New,ECD Programme in Partial Care Facility,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 1,2,20,No,,No,
Southern Cape,ECD 589,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Another private individual,Another private individual,Disitrct 2,5,90,No,,No,
Southern Cape,ECD 590,,,,,,,,,,,,,,,,,,,,No,,No,
Southern Cape,ECD 591,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Another private individual,Private business,Disitrct 2,4,8,No,,No,
Southern Cape,ECD 592,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,2,74,No,,No,
Southern Cape,ECD 593,Centre based,ECD centre,,,Not registered,,DC 02/97,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,2,39,No,,No,
Southern Cape,ECD 594,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Community Centre,Community Centre,Disitrct 5,1,21,No,,No,
Southern Cape,ECD 595,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,1,20,No,,No,
Southern Cape,ECD 596,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Another private individual,Another private individual,Disitrct 2,2,15,No,,No,
Southern Cape,ECD 597,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 598,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC30/01,2020/11/18,2023/11/30,Conditionally registered,SILVER,2020/11/18,2023/11/30,,Not-for profit organisation,Not-for profit organisation,Disitrct 5,4,24,Yes,28,Yes,28
Southern Cape,ECD 599,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 600,Centre based,ECD centre,,,In process,,,,,In process,,,,,Another private individual,Another private individual,Disitrct 2,2,54,No,,No,
Southern Cape,ECD 601,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 5,1,10,No,,No,
Southern Cape,ECD 602,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 1,1,52,No,,No,
Southern Cape,ECD 603,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC 79/97,2019/11/21,2024/11/30,Fully registered,GOLD,2019/11/21,2024/11/30,,Municipality,Municipality,Disitrct 1,1,51,Yes,52,No,
Southern Cape,ECD 604,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,2,83,No,,No,
Southern Cape,ECD 605,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 5,1,20,No,,No,
Southern Cape,ECD 606,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 3,1,80,No,,No,
Southern Cape,ECD 607,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,3,23,No,,No,
Southern Cape,ECD 608,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 2,1,4,No,,No,
Southern Cape,ECD 609,Centre based,ECD centre,,,In process,,,,,In process,,,,,Another private individual,Another private individual,Disitrct 2,2,16,No,,No,
Southern Cape,ECD 610,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 3,1,34,No,,No,
Southern Cape,ECD 611,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,2,12,No,,No,
Southern Cape,ECD 612,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC06/20,2020/11/20,2023/11/30,Conditionally registered,SILVER,2020/11/20,2023/11/30,,Not-for profit organisation,Not-for profit organisation,Disitrct 1,1,72,No,,No,
Southern Cape,ECD 613,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,27,No,,No,
Southern Cape,ECD 614,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,5,92,No,,No,
Southern Cape,ECD 615,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Another private individual,Another private individual,Disitrct 3,3,53,No,,No,
Southern Cape,ECD 616,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Not-for profit organisation,Not-for profit organisation,Disitrct 2,1,30,No,,No,
Southern Cape,ECD 617,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Communal land (traditional),Community Centre,Disitrct 3,1,20,No,,No,
Southern Cape,ECD 618,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 2,3,10,No,,No,
Southern Cape,ECD 619,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 620,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC09/97,2020/11/09,2023/11/30,Conditionally registered,,2020/11/09,2023/11/30,,Municipality,Municipality,Disitrct 5,3,71,Yes,72,Yes,
Southern Cape,ECD 621,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC10/00,2022/03/28,2027/03/31,Conditionally registered,SILVER,2022/03/28,2027/03/31,,The ECD Programme,The ECD Programme,Disitrct 1,1,73,No,,No,
Southern Cape,ECD 622,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 2,2,49,No,,No,
Southern Cape,ECD 623,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Other,Other,Disitrct 5,2,120,No,,No,
Southern Cape,ECD 624,Centre based,ECD centre,,,In process,,,,,In process,,,,,Not-for profit organisation,Not-for profit organisation,Disitrct 2,4,20,No,,No,
Southern Cape,ECD 625,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,BRONZE,DC 24/00,2018/07/09,2023/07/30,Conditionally registered,BRONZE,2018/07/09,2023/07/30,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 5,1,40,No,,Yes,40
Southern Cape,ECD 626,Centre based,ECD centre,,,Fully registered,,,,,In process,,,,,Municipality,Municipality,Disitrct 2,1,40,No,,No,
Southern Cape,ECD 627,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Not-for profit organisation,Not-for profit organisation,Disitrct 2,4,34,No,,No,
Southern Cape,ECD 628,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Other,Other,Disitrct 5,4,82,No,,No,
Southern Cape,ECD 629,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Other government institution (not municipality),Other government institution (not municipality),Disitrct 5,5,107,No,,No,
Southern Cape,ECD 630,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 2,1,,No,,No,
Southern Cape,ECD 631,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 632,,,,,,,,,,,,,,,,,,,,No,,No,
Southern Cape,ECD 633,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Other government institution (not municipality),Disitrct 2,4,171,No,,No,
Southern Cape,ECD 634,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,3,5,No,,No,
Southern Cape,ECD 635,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Lapsed registration,GOLD,DC06/11,2020/10/29,2022/10/31,Lapsed registration,GOLD,2020/10/29,2022/10/31,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 4,1,32,Yes,20,Yes,20
Southern Cape,ECD 636,Centre based,ECD centre,,,,,,,,,,,,,The ECD Programme,The ECD Programme,Disitrct 4,,,No,,No,
Southern Cape,ECD 637,Centre based,ECD centre,,,Not registered,,,,,Fully registered,,,,,Not-for profit organisation,Not-for profit organisation,Disitrct 2,2,56,No,,No,
Southern Cape,ECD 638,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 3,1,41,No,,No,
Southern Cape,ECD 639,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 1,4,4,No,,No,
Southern Cape,ECD 640,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,,,Disitrct 4,1,,No,,No,
Southern Cape,ECD 641,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Lapsed registration,BRONZE,DC 14/09,2016/12/12,2021/12/31,Lapsed registration,BRONZE,2016/12/12,2021/12/31,,School,School,Disitrct 5,1,18,No,,No,
Southern Cape,ECD 642,Centre based,ECD Centre,,,Conditionally registered,,,,,,,,,,,,Disitrct 5,,,No,,No,
Southern Cape,ECD 643,Centre based,ECD centre,,,In process,,,,,In process,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,22,No,,No,
Southern Cape,ECD 644,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,2,20,No,,No,
Southern Cape,ECD 645,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Municipality,Municipality,Disitrct 2,1,95,No,,No,
Southern Cape,ECD 646,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 2,3,15,No,,No,
Southern Cape,ECD 647,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 2,1,,No,,No,
Southern Cape,ECD 648,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,1,17,No,,No,
Southern Cape,ECD 649,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Communal land (traditional),The ECD Programme,Disitrct 3,3,9,No,,No,
Southern Cape,ECD 650,Centre based,ECD centre,,,In process,,,,,In process,,,,,Another private individual,Another private individual,Disitrct 2,3,14,No,,No,
Southern Cape,ECD 651,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,55,No,,No,
Southern Cape,ECD 652,Centre based,ECD centre,,,Lapsed registration,,,,,Lapsed registration,,,,,Community Centre,Community Centre,Disitrct 3,1,22,No,,No,
Southern Cape,ECD 653,Centre based,ECD centre,,,Lapsed registration,,,,,Lapsed registration,,,,,The ECD Programme,The ECD Programme,Disitrct 3,2,38,No,,No,
Southern Cape,ECD 654,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,25,No,,No,
Southern Cape,ECD 655,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,45,No,,No,
Southern Cape,ECD 656,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,45,No,,No,
Southern Cape,ECD 657,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 3,1,25,No,,No,
Southern Cape,ECD 658,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,1,19,No,,No,
Southern Cape,ECD 659,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The ECD Programme,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,2,14,No,,No,
Southern Cape,ECD 660,Centre based,ECD centre,,,In process,,,,,In process,,,,,Municipality,Municipality,Disitrct 2,1,52,No,,No,
Southern Cape,ECD 661,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Lapsed registration,,,,,Lapsed registration,,,,,School,School,Disitrct 5,3,19,No,,No,
Southern Cape,ECD 662,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The ECD Programme,The ECD Programme,Disitrct 5,1,22,No,,No,
Southern Cape,ECD 663,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 2,,,No,,No,
Southern Cape,ECD 664,Centre based,ECD centre,,,In process,,,,,In process,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,1,35,No,,No,
Southern Cape,ECD 665,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 2,2,24,No,,No,
Southern Cape,ECD 666,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Another private individual,Another private individual,Disitrct 5,4,12,No,,No,
Southern Cape,ECD 667,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 668,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,52,No,,No,
Southern Cape,ECD 669,Centre based,ECD centre,,,Fully registered,,,,,Not registered,,,,,Community Centre,Community Centre,Disitrct 3,1,19,No,,No,
Southern Cape,ECD 670,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 3,2,42,No,,No,
Southern Cape,ECD 671,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 3,1,16,No,,No,
Southern Cape,ECD 672,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,1,27,No,,No,
Southern Cape,ECD 673,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,1,31,No,,No,
Southern Cape,ECD 674,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,1,32,No,,No,
Southern Cape,ECD 675,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,1,18,No,,No,
Southern Cape,ECD 676,Centre based,ECD centre,,,In process,,,,,In process,,,,,Another private individual,Another private individual,Disitrct 3,3,38,No,,No,
Southern Cape,ECD 677,Centre based,ECD centre,,,In process,,,,,Fully registered,,,,,Municipality,Municipality,Disitrct 2,2,45,No,,No,
Southern Cape,ECD 678,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,BRONZE,DC16/19,2022/03/27,2027/03/31,Conditionally registered,BRONZE,2022/03/27,2027/03/31,,Another private individual,Another private individual,Disitrct 1,1,67,No,,Yes,71
Southern Cape,ECD 679,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Community Centre,Community Centre,Disitrct 3,1,24,No,,No,
Southern Cape,ECD 680,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,3,4,No,,No,
Southern Cape,ECD 681,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC 01/05,2021/05/05,2024/05/31,Conditionally registered,SILVER,2021/05/05,2024/05/31,,School,School,Disitrct 2,1,70,Yes,60,No,
Southern Cape,ECD 682,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,BRONZE,DC11/05,2021/07/16,2026/07/31,Conditionally registered,BRONZE,2021/07/16,2026/07/31,,The ECD Programme,The ECD Programme,Disitrct 5,1,14,No,,Yes,12
Southern Cape,ECD 683,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,2,52,No,,No,
Southern Cape,ECD 684,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Another private individual,Another private individual,Disitrct 3,1,26,No,,No,
Southern Cape,ECD 685,Centre based,ECD centre,,,Not registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 2,2,40,No,,No,
Southern Cape,ECD 686,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,35,No,,No,
Southern Cape,ECD 687,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Private business,Private business,Disitrct 2,2,11,No,,No,
Southern Cape,ECD 688,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 2,1,,No,,No,
Southern Cape,ECD 689,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Lapsed registration,SILVER,DC 09/06,2017/12/18,2022/12/31,Lapsed registration,SILVER,2017/12/18,2022/12/31,,The ECD Programme,The ECD Programme,Disitrct 3,1,,No,39,No,39
Southern Cape,ECD 690,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 691,Centre based,ECD centre,,,In process,,,,,In process,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,3,70,No,,No,
Southern Cape,ECD 692,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,1,9,No,,No,
Southern Cape,ECD 693,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The ECD Programme,The ECD Programme,Disitrct 2,3,14,No,,No,
Southern Cape,ECD 694,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Private business,Private business,Disitrct 5,1,7,No,,No,
Southern Cape,ECD 695,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC 14/01,2021/05/17,2024/05/31,Conditionally registered,SILVER,2021/05/17,2024/05/31,,Community Centre,Community Centre,Disitrct 5,1,35,Yes,22,Yes,22
Southern Cape,ECD 696,Centre based,ECD centre,,,Not registered,,D14/01,,,Not registered,,,,,Not-for profit organisation,Not-for profit organisation,Disitrct 5,1,35,No,,No,
Southern Cape,ECD 697,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 2,1,4,No,,No,
Southern Cape,ECD 698,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 5,2,30,No,,No,
Southern Cape,ECD 699,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Private business,Another private individual,Disitrct 2,4,50,No,,No,
Southern Cape,ECD 700,Centre based,ECD centre,,,In process,,,,,In process,,,,,Another private individual,Another private individual,Disitrct 3,4,2,No,,No,
Southern Cape,ECD 701,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 3,1,20,No,,No,
Southern Cape,ECD 702,Centre based,ECD centre,,,In process,,,,,In process,,,,,Community Centre,Community Centre,Disitrct 3,1,13,No,,No,
Southern Cape,ECD 703,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,BRONZE,DC13/02,2022/03/28,2023/03/31,Conditionally registered,BRONZE,2022/03/28,2023/03/31,,Another private individual,Another private individual,Disitrct 1,1,20,Yes,20,Yes,20
Southern Cape,ECD 704,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,2,44,No,,No,
Southern Cape,ECD 705,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The ECD Programme,The ECD Programme,Disitrct 5,4,10,No,,No,
Southern Cape,ECD 706,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,School,School,Disitrct 3,5,94,No,,No,
Southern Cape,ECD 707,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 2,2,49,No,,No,
Southern Cape,ECD 708,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,34,No,,No,
Southern Cape,ECD 709,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Other government institution (not municipality),Disitrct 3,1,101,No,,No,
Southern Cape,ECD 710,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 3,1,22,No,,No,
Southern Cape,ECD 711,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,2,124,No,,Yes,52
